customer_id,customer_signup_datetime,customer_signup_unix_timestamp
8168cf4a-43f2-434e-914b-f7dba4619f0c,2018-07-01 04:59:13,1530421153
01aabbac-4fff-47fc-be45-81be5e1e8827,2018-07-01 11:06:57,1530443217
39e7fc8c-373d-46be-9992-4e1b973408fb,2018-07-01 12:19:22,1530447562
890da1a5-5c0e-4266-9a6b-93bd6525b688,2018-07-02 04:52:17,1530507137
f727217b-570a-44a3-b4d5-341fbe5ccbf4,2018-07-02 06:29:33,1530512973
392a2900-e35d-4611-9b67-e7b2c21dee0f,2018-07-02 07:50:46,1530517846
0ad936ab-f1be-42b7-b407-b35ebe5cd9cd,2018-07-02 10:18:37,1530526717
ac22b9e6-f856-45fb-af38-4c1e12878e6b,2018-07-02 10:57:53,1530529073
2b0e8794-fa09-4530-8b39-d04acca2fca3,2018-07-02 15:01:02,1530543662
2f73108f-72f7-437c-9377-936b41511fce,2018-07-02 16:01:41,1530547301
28b7f5b2-92e1-41f5-8bb8-92131f7b60d4,2018-07-02 17:02:18,1530550938
1fd331a3-8b37-454d-8d9c-097d2fd8857a,2018-07-02 20:44:26,1530564266
aef6652d-f563-4139-a54d-9cc91d17dd25,2018-07-03 04:28:49,1530592129
521ebfe1-95f5-4ba1-be30-3516d49d2c00,2018-07-03 14:19:32,1530627572
c7286cb0-c955-46b2-806e-f95e214f3890,2018-07-03 14:26:23,1530627983
56aaf59b-2812-4dd8-96bb-da49e2306411,2018-07-03 15:24:35,1530631475
c99b9c27-4aa8-4906-aa27-4399ee4e9299,2018-07-03 16:31:01,1530635461
84551e05-7b57-4ac7-8ab7-71719363e7b4,2018-07-03 17:57:38,1530640658
24ee6bfb-511e-472b-87d8-91414dfeb617,2018-07-03 18:53:48,1530644028
6aa2811f-1712-4702-b4a3-087383341464,2018-07-03 20:40:44,1530650444
3fcab722-b3a0-4585-b60c-57bfc1ea3859,2018-07-03 23:03:28,1530659008
819efd62-6eac-4dd1-85e7-d2dd5537a298,2018-07-04 00:28:05,1530664085
2afe9ea2-1668-4b64-b347-708b2b59a569,2018-07-04 07:56:21,1530690981
82529767-66a4-4a79-8ba7-f53efde1a852,2018-07-04 09:20:02,1530696002
0c5c0607-e6b7-4564-9f4e-33f19e68eae4,2018-07-04 11:06:08,1530702368
099af343-c90a-46ca-b374-1f1ead98f726,2018-07-04 11:07:43,1530702463
8608f34a-d1d3-400a-a5ea-656dc129a569,2018-07-04 16:32:42,1530721962
7af6f26c-5dbc-41f6-bbe3-b4fa59c6c3e8,2018-07-04 21:52:49,1530741169
7b18a424-0496-460b-a5b5-fb90568d44cc,2018-07-05 02:57:09,1530759429
67d372b5-8421-4035-ad05-7f478bb8adbd,2018-07-05 03:34:33,1530761673
705fa4f9-c9be-4ecb-9d7a-32a7ddfa5b50,2018-07-05 13:51:15,1530798675
0fe123c3-4398-4564-8a59-558c5b112f42,2018-07-05 17:33:19,1530811999
52b4734f-3a62-42a4-8952-65769d8dbbc7,2018-07-05 18:05:31,1530813931
0bc6f8fd-981b-4d19-92ca-ac4f7b21b234,2018-07-06 01:27:29,1530840449
7a7e0037-f7e8-4b8a-8fb0-d02bf2f7d088,2018-07-06 01:43:46,1530841426
a11a6597-29ad-4cf0-8d41-4cc170f44cf5,2018-07-06 05:30:43,1530855043
17fdd092-a120-4b12-b35d-9ba381ea8332,2018-07-06 06:51:05,1530859865
0509acc6-8857-437f-9e3e-7d4bb85e2cd6,2018-07-06 08:14:11,1530864851
03185c96-f77f-4cf4-a6a6-38c0a3e54e2f,2018-07-06 09:52:56,1530870776
36634b92-e459-4e7e-9385-2681212471da,2018-07-06 11:32:40,1530876760
2cdb7194-9aa2-4098-8c9a-d7ed32c4a116,2018-07-06 13:08:42,1530882522
0181fef9-06c9-4bb3-8311-e17530d67f6b,2018-07-06 23:55:27,1530921327
fd046fe8-e124-4979-b90c-41ea2a8d943e,2018-07-07 04:14:59,1530936899
7e7b145a-5ff3-4135-a572-0985c706edb5,2018-07-07 04:48:16,1530938896
bfc0d750-d6d3-4ca3-bf3e-53fa793ba6c9,2018-07-07 09:29:38,1530955778
722e2f06-9f71-4568-a61e-ba347c7b6da0,2018-07-07 11:31:10,1530963070
2bcebfc2-6d87-4aea-8692-c07acbb6d8ac,2018-07-07 18:31:10,1530988270
aca8a4f8-74af-46cf-a5d4-4948a52b334f,2018-07-07 19:29:00,1530991740
46054930-a281-4c26-be1b-4521f46fbbb0,2018-07-08 09:37:24,1531042644
6e2295d9-f206-4170-a302-8bd530c142d0,2018-07-08 10:14:53,1531044893
395a0df0-4718-4a9c-950f-62083d12c725,2018-07-08 13:04:30,1531055070
8136f991-fbfd-41a5-a757-8f868d463850,2018-07-08 13:14:34,1531055674
427c4032-05e8-4f8d-9cb7-890d67f25904,2018-07-08 16:03:39,1531065819
9e629a97-acf3-4e8a-8f9e-2ae55c10fc71,2018-07-08 20:34:37,1531082077
3cd8992a-0992-49f0-bf34-a7e637633244,2018-07-08 23:06:55,1531091215
b7e4baa4-192d-4c19-aa39-641f8ade4e16,2018-07-08 23:20:29,1531092029
d0df20f3-64d6-4195-aced-f1fd21487484,2018-07-09 03:29:56,1531106996
afaf0819-5dbc-49df-9076-8f76a77f99c1,2018-07-09 11:57:20,1531137440
f528491b-8d7a-4c55-97dd-9115f7a7290f,2018-07-09 15:03:21,1531148601
df56eabd-be4f-4dca-aa3e-285ffe0c2633,2018-07-09 18:35:19,1531161319
41dbd079-6ae6-412f-9b2a-3cd7e5b33b2a,2018-07-09 19:22:26,1531164146
e9b5e37b-af5c-411b-8037-68c292afad28,2018-07-09 19:44:55,1531165495
2893bddb-e90d-4803-ab02-c722a3cd6d28,2018-07-09 22:12:56,1531174376
d4519842-c15f-4a77-9226-364729359adf,2018-07-10 04:02:25,1531195345
01cc68f8-8d48-403a-b8a3-e281ece886c4,2018-07-10 06:34:13,1531204453
8c39fff9-c14e-4ee4-9a0f-f5cb35439abf,2018-07-10 06:37:22,1531204642
98ea5679-0aca-4daf-b964-a1f389922829,2018-07-10 08:00:46,1531209646
47d6845f-3cb3-4c24-b791-2c2c14a4dd5f,2018-07-10 08:01:36,1531209696
37b08380-202a-4e7d-8114-b6165450de77,2018-07-10 09:46:28,1531215988
c5ed5228-0f62-4ad1-9933-4407610861c2,2018-07-10 11:14:56,1531221296
c4db072f-334e-4eb4-9828-30b0e2822998,2018-07-11 00:21:48,1531268508
3d5b057f-a3b7-4474-b9c2-41bacb098732,2018-07-11 01:40:51,1531273251
65860cf2-1464-4321-92f4-068a069f8e4f,2018-07-11 09:32:21,1531301541
48d1eb05-3b86-4415-a754-1834953510c7,2018-07-12 05:56:02,1531374962
1898fe64-59c0-431e-8b94-c156d995ba96,2018-07-12 10:51:31,1531392691
8a82f3cd-49bb-40e4-b5a1-ac736eecb3ea,2018-07-12 11:53:01,1531396381
a13b498d-abee-4406-91b2-3ec9f412915d,2018-07-12 13:52:31,1531403551
58265020-fec9-4af1-b977-6a4fb1466d96,2018-07-12 17:36:19,1531416979
127ad003-a146-452f-8507-67c3e87b6b75,2018-07-12 17:44:09,1531417449
21d7525e-3ba8-46b2-8896-3b8312a69186,2018-07-12 20:51:54,1531428714
b64909ce-204f-4f1d-8600-870e0e463929,2018-07-13 00:59:49,1531443589
3219e549-52ef-4575-865b-2b4d593ffa39,2018-07-13 04:13:23,1531455203
b3702d25-dd43-4b52-9299-47a3532f0c8f,2018-07-13 06:00:56,1531461656
5ae98475-f3ae-4cb4-ac39-f07c59c9762c,2018-07-13 09:43:32,1531475012
a0577fdc-b2a7-4711-8cac-14e1ea14ccfc,2018-07-13 11:37:20,1531481840
4a35ec47-175a-4e4e-bf19-3b99fb58e40a,2018-07-13 22:33:21,1531521201
ebde09bf-0f5f-4679-bf38-328321e1511d,2018-07-14 00:05:21,1531526721
5a452a17-2b5c-4730-9520-20aaff746de2,2018-07-14 12:53:33,1531572813
0f0b83ed-e615-46ad-8331-fc1f92b6ffda,2018-07-14 17:48:41,1531590521
fc8368b3-4d82-46eb-bbf3-5ced921af5b0,2018-07-14 18:19:05,1531592345
ad3b7da2-a457-4173-b09f-157184ea74e1,2018-07-14 20:19:33,1531599573
73bf45a9-0947-4907-bba5-882a8313bb8d,2018-07-14 20:38:59,1531600739
3e6f3877-1b44-4353-8ede-6ece918c57aa,2018-07-14 23:44:38,1531611878
3b25bc33-b441-4523-9990-6c2f6d62ff3a,2018-07-15 02:27:40,1531621660
3993f846-9cf5-4aaf-8967-531625684d8d,2018-07-15 02:48:15,1531622895
79af9772-4f55-4e87-933d-03c534fd02f0,2018-07-15 03:34:37,1531625677
9d270e0b-8341-432a-8960-41e4e904d29c,2018-07-15 15:12:32,1531667552
28ba1839-005a-43fa-8ede-e24cc3ca5fd0,2018-07-15 17:43:14,1531676594
c3ed0668-74cd-4dd7-a049-13989e14b88c,2018-07-15 18:54:54,1531680894
bff3abca-9fc5-4ce3-ae42-5d52a1d24596,2018-07-15 21:05:25,1531688725
ee896684-b1e8-4841-b59c-0ba4250afad3,2018-07-16 11:12:10,1531739530
a7b1b386-ac7f-4d4e-aaec-77003e8fbe48,2018-07-16 11:51:43,1531741903
550b6aa6-faab-4524-937e-990793f50f3d,2018-07-16 20:51:26,1531774286
6300120a-b67f-41fb-a9b7-253c1e18b2c1,2018-07-16 22:04:37,1531778677
891276cb-49a7-46b5-bf6f-d7d73d8bf400,2018-07-17 02:21:31,1531794091
de50798d-a5ff-4fca-8c43-bca76aca2502,2018-07-17 05:48:11,1531806491
fbe5e46e-ce07-4b7f-96b6-051d4f44ca12,2018-07-17 07:02:31,1531810951
0480039f-ce09-4151-83c8-e27c2fca6c64,2018-07-17 09:12:55,1531818775
c92b9bf0-c75b-4150-b797-e4fd61da6402,2018-07-17 10:37:26,1531823846
40171676-ab37-4202-b7c8-e201bf612eca,2018-07-17 10:43:38,1531824218
4e05814d-ed3b-446f-9eaf-faad8f79e011,2018-07-17 16:00:40,1531843240
0091d49b-b13d-4e2b-a9b2-6c786be110b5,2018-07-17 18:52:44,1531853564
183a17dd-760c-487f-8eca-817e7b22a17a,2018-07-17 22:54:47,1531868087
05c09b05-8f3e-42eb-b1d2-d94a5d57d49b,2018-07-18 04:20:27,1531887627
84c8b18e-c730-4575-acf5-9d2ad7bdadd9,2018-07-18 06:35:46,1531895746
bb82faba-6aa0-4144-ac89-de2ed1b01d8a,2018-07-18 08:29:03,1531902543
d529ab12-582f-4c33-bf89-78709161df63,2018-07-18 09:24:10,1531905850
742ba4e9-d5fc-43f7-b478-a6f820813b50,2018-07-18 19:42:28,1531942948
aca67352-b99c-4868-8035-8778e0442cf1,2018-07-19 00:19:21,1531959561
ccd845af-6970-4ff5-bca4-750a8d6169e9,2018-07-19 03:12:38,1531969958
7d27cff5-4ae6-49ea-9def-54a6828e45c7,2018-07-19 03:42:13,1531971733
4168f027-1eb2-4f7a-9337-110ce3b1307b,2018-07-19 04:12:26,1531973546
4f5d8e0c-11d5-465b-bb91-5a84c2e3165e,2018-07-19 06:22:59,1531981379
374a47ca-cb00-4bf1-9fba-fc8f4ea7e565,2018-07-19 07:16:03,1531984563
74fcf58a-d5bd-4680-a989-c4587ea0f3b0,2018-07-19 07:25:54,1531985154
0a28ed40-8cc4-4430-a8ae-107802ca226c,2018-07-19 08:09:50,1531987790
