customer_id,datetime,unix_timestamp,email_campaign,action
8168cf4a-43f2-434e-914b-f7dba4619f0c,2018-07-01 05:00:00,1530421200,campaign_1,send
01aabbac-4fff-47fc-be45-81be5e1e8827,2018-07-01 11:10:00,1530443400,campaign_1,send
39e7fc8c-373d-46be-9992-4e1b973408fb,2018-07-01 12:20:00,1530447600,campaign_1,send
0ad936ab-f1be-42b7-b407-b35ebe5cd9cd,2018-07-02 01:57:44,1530496664,campaign_1,open
890da1a5-5c0e-4266-9a6b-93bd6525b688,2018-07-02 05:00:00,1530507600,campaign_1,send
f727217b-570a-44a3-b4d5-341fbe5ccbf4,2018-07-02 06:30:00,1530513000,campaign_1,send
392a2900-e35d-4611-9b67-e7b2c21dee0f,2018-07-02 07:50:00,1530517800,campaign_1,send
0ad936ab-f1be-42b7-b407-b35ebe5cd9cd,2018-07-02 10:20:00,1530526800,campaign_1,send
ac22b9e6-f856-45fb-af38-4c1e12878e6b,2018-07-02 11:00:00,1530529200,campaign_1,send
2b0e8794-fa09-4530-8b39-d04acca2fca3,2018-07-02 15:10:00,1530544200,campaign_1,send
2f73108f-72f7-437c-9377-936b41511fce,2018-07-02 16:10:00,1530547800,campaign_1,send
28b7f5b2-92e1-41f5-8bb8-92131f7b60d4,2018-07-02 17:10:00,1530551400,campaign_1,send
1fd331a3-8b37-454d-8d9c-097d2fd8857a,2018-07-02 20:50:00,1530564600,campaign_1,send
aef6652d-f563-4139-a54d-9cc91d17dd25,2018-07-03 04:30:00,1530592200,campaign_1,send
521ebfe1-95f5-4ba1-be30-3516d49d2c00,2018-07-03 14:20:00,1530627600,campaign_1,send
c7286cb0-c955-46b2-806e-f95e214f3890,2018-07-03 14:30:00,1530628200,campaign_1,send
56aaf59b-2812-4dd8-96bb-da49e2306411,2018-07-03 15:30:00,1530631800,campaign_1,send
c99b9c27-4aa8-4906-aa27-4399ee4e9299,2018-07-03 16:40:00,1530636000,campaign_1,send
84551e05-7b57-4ac7-8ab7-71719363e7b4,2018-07-03 18:00:00,1530640800,campaign_1,send
24ee6bfb-511e-472b-87d8-91414dfeb617,2018-07-03 19:00:00,1530644400,campaign_1,send
6aa2811f-1712-4702-b4a3-087383341464,2018-07-03 20:40:00,1530650400,campaign_1,send
3fcab722-b3a0-4585-b60c-57bfc1ea3859,2018-07-03 23:10:00,1530659400,campaign_1,send
1fd331a3-8b37-454d-8d9c-097d2fd8857a,2018-07-04 00:03:23,1530662603,campaign_1,open
819efd62-6eac-4dd1-85e7-d2dd5537a298,2018-07-04 00:30:00,1530664200,campaign_1,send
2afe9ea2-1668-4b64-b347-708b2b59a569,2018-07-04 08:00:00,1530691200,campaign_1,send
82529767-66a4-4a79-8ba7-f53efde1a852,2018-07-04 09:20:00,1530696000,campaign_1,send
099af343-c90a-46ca-b374-1f1ead98f726,2018-07-04 11:10:00,1530702600,campaign_1,send
0c5c0607-e6b7-4564-9f4e-33f19e68eae4,2018-07-04 11:10:00,1530702600,campaign_1,send
8608f34a-d1d3-400a-a5ea-656dc129a569,2018-07-04 16:40:00,1530722400,campaign_1,send
c7286cb0-c955-46b2-806e-f95e214f3890,2018-07-04 16:50:19,1530723019,campaign_1,open
2f73108f-72f7-437c-9377-936b41511fce,2018-07-04 17:32:59,1530725579,campaign_1,open
7af6f26c-5dbc-41f6-bbe3-b4fa59c6c3e8,2018-07-04 22:00:00,1530741600,campaign_1,send
7b18a424-0496-460b-a5b5-fb90568d44cc,2018-07-05 03:00:00,1530759600,campaign_1,send
67d372b5-8421-4035-ad05-7f478bb8adbd,2018-07-05 03:40:00,1530762000,campaign_1,send
705fa4f9-c9be-4ecb-9d7a-32a7ddfa5b50,2018-07-05 14:00:00,1530799200,campaign_1,send
0fe123c3-4398-4564-8a59-558c5b112f42,2018-07-05 17:40:00,1530812400,campaign_1,send
52b4734f-3a62-42a4-8952-65769d8dbbc7,2018-07-05 18:10:00,1530814200,campaign_1,send
7af6f26c-5dbc-41f6-bbe3-b4fa59c6c3e8,2018-07-05 18:56:10,1530816970,campaign_1,open
1fd331a3-8b37-454d-8d9c-097d2fd8857a,2018-07-05 20:45:51,1530823551,campaign_1,click
0181fef9-06c9-4bb3-8311-e17530d67f6b,2018-07-06 00:00:00,1530835200,campaign_1,send
0bc6f8fd-981b-4d19-92ca-ac4f7b21b234,2018-07-06 01:30:00,1530840600,campaign_1,send
7a7e0037-f7e8-4b8a-8fb0-d02bf2f7d088,2018-07-06 01:50:00,1530841800,campaign_1,send
a11a6597-29ad-4cf0-8d41-4cc170f44cf5,2018-07-06 05:30:00,1530855000,campaign_1,send
17fdd092-a120-4b12-b35d-9ba381ea8332,2018-07-06 07:00:00,1530860400,campaign_1,send
0509acc6-8857-437f-9e3e-7d4bb85e2cd6,2018-07-06 08:20:00,1530865200,campaign_1,send
03185c96-f77f-4cf4-a6a6-38c0a3e54e2f,2018-07-06 10:00:00,1530871200,campaign_1,send
36634b92-e459-4e7e-9385-2681212471da,2018-07-06 11:40:00,1530877200,campaign_1,send
2cdb7194-9aa2-4098-8c9a-d7ed32c4a116,2018-07-06 13:10:00,1530882600,campaign_1,send
03185c96-f77f-4cf4-a6a6-38c0a3e54e2f,2018-07-06 19:41:41,1530906101,campaign_1,open
2cdb7194-9aa2-4098-8c9a-d7ed32c4a116,2018-07-07 00:11:30,1530922290,campaign_1,open
fd046fe8-e124-4979-b90c-41ea2a8d943e,2018-07-07 04:20:00,1530937200,campaign_1,send
7e7b145a-5ff3-4135-a572-0985c706edb5,2018-07-07 04:50:00,1530939000,campaign_1,send
bfc0d750-d6d3-4ca3-bf3e-53fa793ba6c9,2018-07-07 09:30:00,1530955800,campaign_1,send
722e2f06-9f71-4568-a61e-ba347c7b6da0,2018-07-07 11:40:00,1530963600,campaign_1,send
03185c96-f77f-4cf4-a6a6-38c0a3e54e2f,2018-07-07 12:54:37,1530968077,campaign_1,click
2bcebfc2-6d87-4aea-8692-c07acbb6d8ac,2018-07-07 18:40:00,1530988800,campaign_1,send
aca8a4f8-74af-46cf-a5d4-4948a52b334f,2018-07-07 19:30:00,1530991800,campaign_1,send
46054930-a281-4c26-be1b-4521f46fbbb0,2018-07-08 09:40:00,1531042800,campaign_1,send
6e2295d9-f206-4170-a302-8bd530c142d0,2018-07-08 10:20:00,1531045200,campaign_1,send
395a0df0-4718-4a9c-950f-62083d12c725,2018-07-08 13:10:00,1531055400,campaign_1,send
8136f991-fbfd-41a5-a757-8f868d463850,2018-07-08 13:20:00,1531056000,campaign_1,send
427c4032-05e8-4f8d-9cb7-890d67f25904,2018-07-08 16:10:00,1531066200,campaign_1,send
7a7e0037-f7e8-4b8a-8fb0-d02bf2f7d088,2018-07-08 17:04:49,1531069489,campaign_1,open
9e629a97-acf3-4e8a-8f9e-2ae55c10fc71,2018-07-08 20:40:00,1531082400,campaign_1,send
3cd8992a-0992-49f0-bf34-a7e637633244,2018-07-08 23:10:00,1531091400,campaign_1,send
b7e4baa4-192d-4c19-aa39-641f8ade4e16,2018-07-08 23:20:00,1531092000,campaign_1,send
d0df20f3-64d6-4195-aced-f1fd21487484,2018-07-09 03:30:00,1531107000,campaign_1,send
afaf0819-5dbc-49df-9076-8f76a77f99c1,2018-07-09 12:00:00,1531137600,campaign_1,send
f528491b-8d7a-4c55-97dd-9115f7a7290f,2018-07-09 15:10:00,1531149000,campaign_1,send
df56eabd-be4f-4dca-aa3e-285ffe0c2633,2018-07-09 18:40:00,1531161600,campaign_1,send
41dbd079-6ae6-412f-9b2a-3cd7e5b33b2a,2018-07-09 19:30:00,1531164600,campaign_1,send
e9b5e37b-af5c-411b-8037-68c292afad28,2018-07-09 19:50:00,1531165800,campaign_1,send
2893bddb-e90d-4803-ab02-c722a3cd6d28,2018-07-09 22:20:00,1531174800,campaign_1,send
d4519842-c15f-4a77-9226-364729359adf,2018-07-10 04:10:00,1531195800,campaign_1,send
01cc68f8-8d48-403a-b8a3-e281ece886c4,2018-07-10 06:40:00,1531204800,campaign_1,send
8c39fff9-c14e-4ee4-9a0f-f5cb35439abf,2018-07-10 06:40:00,1531204800,campaign_1,send
98ea5679-0aca-4daf-b964-a1f389922829,2018-07-10 08:00:00,1531209600,campaign_1,send
47d6845f-3cb3-4c24-b791-2c2c14a4dd5f,2018-07-10 08:10:00,1531210200,campaign_1,send
37b08380-202a-4e7d-8114-b6165450de77,2018-07-10 09:50:00,1531216200,campaign_1,send
c5ed5228-0f62-4ad1-9933-4407610861c2,2018-07-10 11:20:00,1531221600,campaign_1,send
46054930-a281-4c26-be1b-4521f46fbbb0,2018-07-10 14:36:28,1531233388,campaign_1,click
46054930-a281-4c26-be1b-4521f46fbbb0,2018-07-10 19:00:45,1531249245,campaign_1,open
c4db072f-334e-4eb4-9828-30b0e2822998,2018-07-11 00:30:00,1531269000,campaign_1,send
e9b5e37b-af5c-411b-8037-68c292afad28,2018-07-11 01:04:39,1531271079,campaign_1,open
3d5b057f-a3b7-4474-b9c2-41bacb098732,2018-07-11 01:40:00,1531273200,campaign_1,send
65860cf2-1464-4321-92f4-068a069f8e4f,2018-07-11 09:40:00,1531302000,campaign_1,send
d0df20f3-64d6-4195-aced-f1fd21487484,2018-07-11 13:27:39,1531315659,campaign_1,open
65860cf2-1464-4321-92f4-068a069f8e4f,2018-07-12 00:56:21,1531356981,campaign_1,open
48d1eb05-3b86-4415-a754-1834953510c7,2018-07-12 06:00:00,1531375200,campaign_1,send
1898fe64-59c0-431e-8b94-c156d995ba96,2018-07-12 11:00:00,1531393200,campaign_1,send
8a82f3cd-49bb-40e4-b5a1-ac736eecb3ea,2018-07-12 12:00:00,1531396800,campaign_1,send
37b08380-202a-4e7d-8114-b6165450de77,2018-07-12 13:44:07,1531403047,campaign_1,click
a13b498d-abee-4406-91b2-3ec9f412915d,2018-07-12 14:00:00,1531404000,campaign_1,send
58265020-fec9-4af1-b977-6a4fb1466d96,2018-07-12 17:40:00,1531417200,campaign_1,send
127ad003-a146-452f-8507-67c3e87b6b75,2018-07-12 17:50:00,1531417800,campaign_1,send
37b08380-202a-4e7d-8114-b6165450de77,2018-07-12 19:22:11,1531423331,campaign_1,open
21d7525e-3ba8-46b2-8896-3b8312a69186,2018-07-12 21:00:00,1531429200,campaign_1,send
48d1eb05-3b86-4415-a754-1834953510c7,2018-07-12 23:47:49,1531439269,campaign_1,open
b64909ce-204f-4f1d-8600-870e0e463929,2018-07-13 01:00:00,1531443600,campaign_1,send
3219e549-52ef-4575-865b-2b4d593ffa39,2018-07-13 04:20:00,1531455600,campaign_1,send
b3702d25-dd43-4b52-9299-47a3532f0c8f,2018-07-13 06:00:00,1531461600,campaign_1,send
5ae98475-f3ae-4cb4-ac39-f07c59c9762c,2018-07-13 09:50:00,1531475400,campaign_1,send
a0577fdc-b2a7-4711-8cac-14e1ea14ccfc,2018-07-13 11:40:00,1531482000,campaign_1,send
